Date,ABBN_BEstEBITDA,ABBN_BEstEPS,ABBN_BEstPERatio,ABBN_BidPrice,ABBN_CurrentMarketCap,ABBN_Dividend12MonthYldGross,ABBN_HighPrice,ABBN_LastPrice,ABBN_LowPrice,ABBN_Volume,ALC_BEstEBITDA,ALC_BEstEPS,ALC_BEstPERatio,ALC_BidPrice,ALC_CurrentMarketCap,ALC_Dividend12MonthYldGross,ALC_HighPrice,ALC_LastPrice,ALC_LowPrice,ALC_Volume,AMRZ_BEstEBITDA,AMRZ_BEstEPS,AMRZ_BEstPERatio,AMRZ_BidPrice,AMRZ_CurrentMarketCap,AMRZ_HighPrice,AMRZ_LastPrice,AMRZ_LowPrice,AMRZ_Volume,CFR_BEstEBITDA,CFR_BEstEPS,CFR_BidPrice,CFR_CurrentMarketCap,CFR_Dividend12MonthYldGross,CFR_HighPrice,CFR_LastPrice,CFR_LowPrice,CFR_Volume,GEBN_BEstEBITDA,GEBN_BEstEPS,GEBN_BEstPERatio,GEBN_BidPrice,GEBN_CurrentMarketCap,GEBN_Dividend12MonthYldGross,GEBN_HighPrice,GEBN_LastPrice,GEBN_LowPrice,GEBN_Volume,GIVN_BEstEBITDA,GIVN_BidPrice,GIVN_CurrentMarketCap,GIVN_Dividend12MonthYldGross,GIVN_HighPrice,GIVN_LastPrice,GIVN_LowPrice,GIVN_Volume,HOLN_BEstEBITDA,HOLN_BidPrice,HOLN_CurrentMarketCap,HOLN_Dividend12MonthYldGross,HOLN_HighPrice,HOLN_LastPrice,HOLN_LowPrice,HOLN_Volume,KNIN_BEstEBITDA,KNIN_BEstEPS,KNIN_BEstPERatio,KNIN_BidPrice,KNIN_CurrentMarketCap,KNIN_Dividend12MonthYldGross,KNIN_HighPrice,KNIN_LastPrice,KNIN_LowPrice,KNIN_Volume,LOGN_BEstEBITDA,LOGN_BEstEPS,LOGN_BEstPERatio,LOGN_BidPrice,LOGN_CurrentMarketCap,LOGN_Dividend12MonthYldGross,LOGN_HighPrice,LOGN_LastPrice,LOGN_LowPrice,LOGN_Volume,LONN_BEstEBITDA,LONN_BEstEPS,LONN_BEstPERatio,LONN_BidPrice,LONN_CurrentMarketCap,LONN_Dividend12MonthYldGross,LONN_HighPrice,LONN_LastPrice,LONN_LowPrice,LONN_Volume,NESN_BidPrice,NESN_CurrentMarketCap,NESN_Dividend12MonthYldGross,NESN_HighPrice,NESN_LastPrice,NESN_LowPrice,NESN_Volume,NOVN_BEstEBITDA,NOVN_BEstEPS,NOVN_BEstPERatio,NOVN_BidPrice,NOVN_CurrentMarketCap,NOVN_Dividend12MonthYldGross,NOVN_HighPrice,NOVN_LastPrice,NOVN_LowPrice,NOVN_Volume,PGHN_BEstEBITDA,PGHN_BEstEPS,PGHN_BEstPERatio,PGHN_BidPrice,PGHN_CurrentMarketCap,PGHN_Dividend12MonthYldGross,PGHN_HighPrice,PGHN_LastPrice,PGHN_LowPrice,PGHN_Volume,ROG_BidPrice,ROG_CurrentMarketCap,ROG_Dividend12MonthYldGross,ROG_HighPrice,ROG_LastPrice,ROG_LowPrice,ROG_Volume,SCMN_BEstEBITDA,SCMN_BEstEPS,SCMN_BEstPERatio,SCMN_BidPrice,SCMN_CurrentMarketCap,SCMN_Dividend12MonthYldGross,SCMN_HighPrice,SCMN_LastPrice,SCMN_LowPrice,SCMN_Volume,SIKA_BEstEBITDA,SIKA_BidPrice,SIKA_CurrentMarketCap,SIKA_Dividend12MonthYldGross,SIKA_HighPrice,SIKA_LastPrice,SIKA_LowPrice,SIKA_Volume,SLHN_BidPrice,SLHN_CurrentMarketCap,SLHN_Dividend12MonthYldGross,SLHN_HighPrice,SLHN_LastPrice,SLHN_LowPrice,SLHN_Volume,SREN_BEstEPS,SREN_BEstPERatio,SREN_BidPrice,SREN_CurrentMarketCap,SREN_Dividend12MonthYldGross,SREN_HighPrice,SREN_LastPrice,SREN_LowPrice,SREN_Volume,UBSG_BEstEBITDA,UBSG_BEstEPS,UBSG_BEstPERatio,UBSG_BidPrice,UBSG_CurrentMarketCap,UBSG_Dividend12MonthYldGross,UBSG_HighPrice,UBSG_LastPrice,UBSG_LowPrice,UBSG_Volume,ZURN_BEstEPS,ZURN_BEstPERatio,ZURN_BidPrice,ZURN_CurrentMarketCap,ZURN_Dividend12MonthYldGross,ZURN_HighPrice,ZURN_LastPrice,ZURN_LowPrice,ZURN_Volume,CPURNSA,DXY,ECCPEMUY,EURCHF,EURR002W,FDTR,GDBR10,GSWISS10,GSWISS20,MOVE,SZCPIYOY,USDCHF,USGG10YR,VIX,VSMIXUSEquity,XAU,XBTUSD
2025-01-21,1675.932,,20.925,51.64,96082.1528,1.6847,51.64,51.64,50.62,2075781.0,,,24.775,79.46,39706.162,0.302,79.7,79.46,78.02,866116.0,,,,,,,,,,,,165.95,98162.4895,1.6566,166.5,166.0,162.9,1169851.0,,,,505.2,17784.562,2.5129,506.4,505.4,501.6,74678.0,,3960.0,36565.0006,1.7172,3974.0,3960.0,3945.0,14705.0,,46.148,51090.3727,6.0661,46.2,46.158,45.352,1284097.0,,,19.956,206.7,24971.8823,3.9894,207.0,206.8,204.7,133559.0,,1.066,18.778,81.32,13742.6036,1.4265,81.58,81.32,79.34,788198.0,,,30.639,570.0,41183.3701,0.7015,570.6,570.2,560.6,131576.0,74.72,195818.8,4.0139,74.74,74.74,74.06,2901039.0,,,11.669,89.36,195692.1892,3.6929,89.78,89.36,89.15,2711318.0,,,24.217,1349.5,36045.0,2.8889,1350.0,1350.0,1332.0,56556.0,270.1,220623.4641,3.5529,270.2,270.2,265.2,769288.0,,,,514.5,26678.0006,4.2718,516.0,515.0,512.0,68114.0,,227.0,36428.7995,1.4537,227.7,227.0,223.3,371322.0,725.2,20838.9423,4.5492,725.6,725.4,719.0,46828.0,3.665,9.589,135.85,43132.009,4.5675,136.1,135.85,135.0,438809.0,,,13.437,31.53,109194.2468,2.0367,31.75,31.54,31.43,4572906.0,9.536,13.121,532.6,77949.0746,4.8817,533.6,532.6,530.0,284010.0,315.605,108.062,2.4,0.9448,3.15,4.5,2.51,0.413,0.53,96.78,0.6,0.906,4.5764,15.06,27.67,2744.81,106788.72
2025-01-22,,,21.717,53.54,99654.5334,1.6243,53.62,53.56,51.94,3785848.0,,,25.24,80.9,40425.73,0.2967,80.94,80.9,80.06,868662.0,,,,,,,,,,,,168.2,99493.0051,1.6345,168.25,168.25,165.8,1284810.0,,4.93,,500.6,17622.6923,2.5359,506.4,500.8,498.0,90388.0,,3945.0,36426.4968,1.7237,3981.0,3945.0,3939.0,13700.0,,46.556,51542.0899,6.0129,46.598,46.566,46.221,799534.0,,,19.743,204.6,24706.224,4.0323,208.3,204.6,204.6,176253.0,,1.065,18.463,79.9,13502.6319,1.4518,82.2,79.9,79.9,999616.0,,,31.188,580.4,41920.0772,0.6892,582.0,580.4,570.0,170183.0,74.16,194351.6,4.0442,74.78,74.18,74.02,3959648.0,,,11.726,89.73,196502.4635,3.6777,90.77,89.73,89.48,3467860.0,,,24.774,1380.5,36872.7,2.824,1382.0,1381.0,1357.0,62324.0,273.7,223430.0865,3.5062,276.3,273.8,272.7,1133695.0,1591.0,9.418,16.666,506.5,26237.6841,4.3435,515.0,506.5,506.0,123737.0,,228.3,36653.4705,1.4448,228.6,228.4,226.7,372994.0,731.8,21022.7984,4.5094,734.0,731.8,725.4,100849.0,3.661,9.733,137.8,43767.0036,4.5013,138.7,137.85,134.9,817442.0,,,13.463,31.57,109332.7303,2.0342,31.84,31.58,31.43,4302155.0,9.536,13.246,537.6,78710.1245,4.8345,539.6,537.8,529.6,518072.0,315.605,108.167,2.4,0.94379,3.15,4.5,2.53,0.427,0.539,89.9,0.6,0.9069,4.6109,15.1,27.62,2756.48,104071.31
2025-01-23,,,21.738,53.56,99691.7457,1.6237,53.6,53.58,53.16,1865357.0,,0.741,25.281,80.44,40205.862,0.2983,81.24,80.46,80.18,559564.0,,,,,,,,,,,,170.05,100586.9847,1.6167,170.1,170.1,166.95,1021978.0,,,,498.4,17541.7574,2.5476,503.2,498.5,495.0,87158.0,,3940.0,36389.5624,1.7255,3961.0,3941.0,3890.0,18318.0,,46.995,52016.9721,5.958,46.995,46.995,46.42,1252903.0,,,19.936,206.5,24947.7316,3.9932,207.4,206.6,205.0,168402.0,,1.065,19.014,82.22,13898.0782,1.4105,83.24,82.24,80.68,980761.0,,,31.338,583.0,42122.3105,0.6859,588.6,583.2,580.4,148720.0,74.68,195714.0,4.0161,74.7,74.7,73.82,3787880.0,,,11.801,90.26,197663.1267,3.6561,90.53,90.26,89.35,3255573.0,,,25.186,1404.0,37486.8,2.7778,1404.0,1404.0,1373.0,60404.0,274.4,224000.9915,3.4985,274.9,274.4,272.7,1204443.0,,,16.699,507.0,26289.4861,4.335,509.0,507.5,504.5,95836.0,,228.5,36685.5664,1.4436,229.4,228.6,226.6,266284.0,732.4,21045.7804,4.5045,735.2,732.6,730.0,53620.0,3.659,9.789,138.55,44005.1266,4.4769,138.65,138.6,137.25,567111.0,,,13.522,31.7,109748.1808,2.0265,31.75,31.7,31.37,3958779.0,9.538,13.295,540.0,79032.1072,4.8148,540.0,540.0,535.6,237951.0,315.605,108.047,2.4,0.94511,3.15,4.5,2.55,0.467,0.569,88.51,0.6,0.9074,4.6436,15.02,27.62,2754.87,103131.11
2025-01-24,,,21.935,53.96,100473.204,1.6111,54.0,54.0,53.64,2302581.0,,0.741,25.362,80.58,40285.814,0.2977,80.98,80.62,80.02,743917.0,,,,,,,,,,,,171.7,101533.1291,1.6016,175.7,171.7,170.85,1346220.0,,,,498.3,17534.7196,2.5487,502.6,498.3,495.1,93158.0,,3817.0,35253.8313,1.781,3986.0,3818.0,3780.0,39414.0,,47.728,52827.7466,5.8666,47.78,47.728,47.152,1037223.0,,,19.743,204.6,24706.224,4.0323,208.4,204.6,204.6,153078.0,,1.064,19.102,82.5,13945.3966,1.4057,83.76,82.52,82.14,658185.0,,,31.757,589.8,42685.6747,0.6768,591.0,591.0,582.0,149300.0,74.68,195661.6,4.0171,75.38,74.68,74.24,4696413.0,,,11.816,90.26,197663.1267,3.6561,90.97,90.26,89.89,3099007.0,,,24.926,1389.5,37099.65,2.8068,1412.5,1389.5,1388.5,63609.0,274.8,224394.9492,3.4922,276.1,274.9,273.7,855223.0,,,16.65,505.5,26211.7832,4.3478,508.0,506.0,504.5,99580.0,,231.5,37150.9563,1.4255,234.5,231.5,229.9,477859.0,730.4,20988.3254,4.5168,734.0,730.6,728.6,53149.0,3.326,9.663,138.0,43830.5031,4.4947,138.8,138.05,137.65,622123.0,,,13.598,31.82,110232.8731,2.0176,32.03,31.84,31.65,5590461.0,9.533,13.242,537.0,78622.311,4.8399,541.0,537.2,535.4,220780.0,315.605,107.443,2.4,0.95101,3.15,4.5,2.569,0.488,0.582,86.75,0.6,0.9059,4.6214,14.85,27.55,2770.58,105111.41
2025-01-27,,,20.743,50.82,94593.6609,1.7113,52.5,50.84,50.34,5723939.0,,,25.759,81.5,40735.544,0.2944,81.66,81.52,80.3,773061.0,,,,,,,,,,,,172.3,101917.5003,1.5956,172.4,172.35,166.5,1233311.0,,,,499.2,17566.3897,2.5441,501.4,499.2,490.5,96461.0,,4034.0,37248.2859,1.6857,4052.0,4034.0,3874.0,29771.0,,47.351,52422.3593,5.912,47.466,47.362,46.64,922785.0,,,19.965,206.9,24983.9577,3.9874,207.4,206.9,203.2,139041.0,,1.063,19.149,82.36,13918.3575,1.4085,82.78,82.36,80.18,617045.0,,,31.467,585.6,42295.6534,0.6831,591.2,585.6,575.0,176773.0,77.56,203207.2,3.868,77.8,77.56,74.68,7052272.0,4943.656,1.901,12.126,92.22,201955.3904,3.5784,92.49,92.22,90.79,4077275.0,,,24.433,1361.5,36365.4,2.8634,1371.5,1362.0,1347.5,63618.0,279.3,227977.0037,3.4372,280.3,279.3,275.2,1036454.0,1484.0,10.914,15.824,512.5,26574.3968,4.2885,514.0,513.0,507.0,101927.0,,232.6,37343.5315,1.4181,233.4,232.7,228.9,373227.0,738.8,21229.6365,4.4655,740.6,739.0,729.4,70884.0,3.362,9.718,139.85,44401.9982,4.4369,140.5,139.85,137.75,764979.0,,0.454,13.61,31.84,110267.4939,2.0169,31.94,31.85,31.57,4914550.0,9.54,13.535,547.6,80144.4109,4.748,548.2,547.6,536.0,303186.0,315.605,107.341,2.4,0.94627,3.15,4.5,2.531,0.472,0.568,95.05,0.6,0.902,4.5343,17.9,26.6,2740.81,101341.41
2025-01-28,,,20.325,50.0,93030.7444,1.74,51.46,50.0,49.95,3679040.0,628.427,0.736,26.027,82.6,41285.214,0.2905,83.52,82.62,82.42,909206.0,,,,,,,,,,,,172.15,101828.7993,1.597,173.15,172.2,171.4,1024536.0,,,,502.2,17671.957,2.5289,509.4,502.2,500.6,69935.0,,4024.0,37155.9501,1.6899,4085.0,4024.0,3995.0,15867.0,,47.424,52503.4368,5.9028,47.686,47.435,46.974,776524.0,,,19.965,206.9,24983.9577,3.9874,209.1,206.9,205.2,137780.0,205.451,1.057,18.869,82.68,13972.4357,1.403,83.78,82.68,82.3,521475.0,,,31.951,594.6,42945.689,0.6727,604.4,594.6,591.2,200719.0,78.16,204831.6,3.8373,78.7,78.18,77.58,6230590.0,4869.544,1.887,12.306,92.43,202437.1751,3.5699,93.35,92.44,92.28,3410178.0,,,24.199,1348.5,36018.3,2.891,1372.0,1349.0,1347.0,54837.0,280.3,228935.6248,3.4249,283.5,280.3,279.5,951022.0,,,15.947,516.5,26781.6045,4.2553,521.5,517.0,514.5,112978.0,,232.6,37327.4836,1.4187,237.4,232.6,232.6,376574.0,744.6,21390.5106,4.4319,746.4,744.6,738.4,83258.0,3.352,9.662,139.8,44401.9982,4.4369,140.95,139.85,139.45,564066.0,,,13.663,32.09,111098.395,2.0018,32.23,32.09,31.84,6063416.0,9.759,13.213,552.8,80905.4608,4.7033,555.6,552.8,543.8,333116.0,315.605,107.866,2.4,0.94309,3.15,4.5,2.565,0.476,0.567,92.83,0.6,0.9042,4.5323,16.41,26.63,2763.51,100287.01
2025-01-29,,,20.707,51.06,95040.2085,1.7032,51.58,51.08,50.88,3008129.0,,,26.024,82.84,41395.148,0.2897,83.12,82.84,82.24,606950.0,,,,,,,,,,,,174.6,103277.583,1.5746,175.3,174.65,170.5,1209956.0,,,,505.8,17798.6377,2.5109,507.8,505.8,502.6,61757.0,,3983.0,36777.373,1.7073,4039.0,3983.0,3942.0,14265.0,,47.665,52769.8341,5.873,48.136,47.676,47.508,778852.0,,,19.994,207.1,25020.1838,3.9817,208.2,207.2,206.4,139577.0,,1.061,20.25,88.94,15030.339,1.3043,90.46,88.94,84.5,2125477.0,1232.2,9.908,30.055,578.8,41818.9605,0.6908,593.0,579.0,567.6,363871.0,78.28,205093.6,3.8324,78.38,78.28,77.32,3972817.0,4887.378,1.893,12.405,93.44,204627.1056,3.5317,93.73,93.44,92.01,3252071.0,,,24.415,1360.5,36338.7,2.8655,1375.5,1361.0,1358.5,27483.0,280.8,229222.8916,3.4188,282.8,280.8,279.8,828247.0,,,16.009,518.5,26885.2084,4.2389,519.5,519.0,512.0,87753.0,,231.8,37199.1001,1.4236,234.7,231.8,231.8,213860.0,746.2,21436.4747,4.4224,749.6,746.2,744.6,51402.0,3.36,9.681,140.25,44528.9972,4.4242,141.55,140.25,139.9,692677.0,,,13.757,32.39,112171.6422,1.9827,32.49,32.4,32.04,4896635.0,9.758,13.361,558.4,81754.3242,4.6545,560.8,558.6,554.8,255433.0,315.605,108.0,2.4,0.94496,3.15,4.5,2.583,0.485,0.573,90.73,0.6,0.9068,4.5284,16.56,26.67,2759.36,103751.41
2025-01-30,1582.843,0.667,19.825,50.14,93291.2305,1.7351,52.96,50.14,49.76,4947897.0,,,26.352,84.04,42004.782,0.2855,84.1,84.06,82.9,796037.0,,,,,,,,,,,,177.15,104755.9338,1.5524,177.3,177.15,172.7,1173432.0,,,,512.6,18037.9234,2.4776,514.4,512.6,507.0,75679.0,,4005.0,36989.7455,1.6975,4023.0,4006.0,3958.0,15086.0,,48.105,53244.7163,5.8207,48.534,48.105,47.759,786388.0,,,20.187,209.2,25261.6914,3.9436,210.3,209.2,207.3,200952.0,,,20.507,90.26,15253.4113,1.2852,91.32,90.26,88.08,1432031.0,1226.5,9.826,30.914,590.6,42671.2295,0.677,600.0,590.8,584.2,258087.0,78.66,206141.6,3.8129,78.7,78.68,77.76,3767896.0,4900.888,1.899,12.426,93.8,205415.4806,3.5181,94.0,93.8,93.19,3272332.0,,,24.693,1376.5,36752.55,2.8333,1387.5,1376.5,1367.5,42115.0,285.2,232804.946,3.3661,287.1,285.2,276.0,1580143.0,,,15.901,515.5,26703.9016,4.2677,517.5,515.5,514.0,82454.0,,233.9,37552.1546,1.4103,235.0,234.0,232.7,265498.0,748.6,21505.4207,4.4082,750.8,748.6,746.4,60606.0,3.365,9.665,140.1,44481.3726,4.429,141.5,140.1,139.45,553056.0,,,13.724,32.38,112137.0213,1.9833,32.5,32.39,32.17,5240876.0,9.758,13.331,556.6,81490.8838,4.6695,562.2,556.8,553.8,284171.0,315.605,107.797,2.4,0.94534,2.9,4.5,2.519,0.451,0.552,90.54,0.6,0.9097,4.5163,15.84,27.15,2794.59,105059.41
2025-01-31,1584.24,0.658,19.831,49.94,92937.7137,1.7417,50.62,49.95,49.73,4528522.0,,,26.269,83.7,41834.884,0.2867,84.16,83.72,82.9,1054738.0,,,,,,,,,,,,177.1,104726.3668,1.5528,179.0,177.1,177.1,1271775.0,,,,510.6,17974.5831,2.4863,515.4,510.8,509.2,75704.0,,3986.0,36814.3074,1.7055,4047.0,3987.0,3977.0,18971.0,,48.094,53244.7163,5.8207,48.356,48.105,47.864,989308.0,,,20.033,207.6,25068.4854,3.974,210.6,207.6,207.2,172875.0,,1.091,20.11,91.44,15459.5841,1.268,91.9,91.48,90.42,862600.0,1226.429,9.69,30.672,581.8,42035.6391,0.6873,591.8,582.0,578.8,285098.0,77.48,202997.6,3.872,78.94,77.48,77.48,6129463.0,4911.155,1.903,12.673,95.58,209313.5569,3.4526,98.02,95.58,95.3,7792145.0,,,24.989,1393.0,37193.1,2.7997,1396.0,1393.0,1373.0,54485.0,286.0,233302.9816,3.3566,289.6,286.0,283.9,1798575.0,,,15.839,513.5,26600.2977,4.2843,516.0,513.5,513.5,121505.0,,233.2,37439.8191,1.4145,236.0,233.3,233.1,390192.0,747.0,21459.4567,4.4177,753.4,747.0,746.6,71047.0,3.367,9.634,139.35,44259.1245,4.4512,141.0,139.4,139.2,727532.0,,,13.715,32.33,111963.9169,1.9864,32.54,32.34,32.24,6748189.0,9.761,13.294,553.6,81051.8166,4.6948,559.4,553.8,553.4,273026.0,317.671,108.37,2.5,0.94411,2.9,4.5,2.46,0.427,0.531,91.76,0.4,0.9109,4.5387,16.43,26.98,2798.41,102110.01
2025-02-03,1579.466,0.658,19.461,49.03,91225.948,1.7744,49.08,49.03,48.16,2306165.0,,0.741,25.897,82.92,41435.124,0.2894,83.16,82.92,80.92,759686.0,,,,,,,,,,,,175.75,103928.0574,1.5647,176.1,175.75,172.75,923899.0,,,,504.2,17742.3351,2.5188,506.4,504.2,497.5,78613.0,,3925.0,36241.8251,1.7325,3969.0,3925.0,3925.0,14364.0,,47.487,52572.9317,5.895,47.655,47.498,46.964,1149519.0,,,19.608,203.1,24537.1687,4.06,204.0,203.2,198.6,286812.0,,1.082,19.404,88.6,14976.2609,1.309,89.08,88.62,86.34,1269617.0,1234.125,9.684,31.458,597.4,43162.3676,0.6693,598.6,597.6,569.0,225938.0,77.84,203993.2,3.8531,78.08,77.86,76.72,4257937.0,5075.039,1.902,12.518,96.08,210430.4215,3.4343,96.12,96.09,94.5,4022960.0,,,24.738,1378.5,36819.3,2.8281,1382.5,1379.0,1328.0,53879.0,285.6,233390.9476,3.3602,286.8,285.7,283.8,971942.0,,,15.732,509.5,26418.9909,4.3137,516.0,510.0,508.5,103807.0,,227.5,36525.0871,1.4499,228.8,227.6,225.6,366660.0,741.2,21298.5826,4.451,745.2,741.4,732.6,70800.0,3.369,9.527,138.85,44084.5009,4.4689,139.5,138.85,137.3,616967.0,,,13.396,31.78,110059.7687,2.0207,31.8,31.79,30.9,8345690.0,9.761,13.183,553.0,80964.0031,4.6999,553.2,553.2,545.8,211609.0,317.671,108.99,2.5,0.94174,2.9,4.5,2.385,0.378,0.472,94.15,0.4,0.9103,4.555,18.62,26.6,2815.21,101934.81
2025-02-04,1587.91,0.652,19.898,49.35,91821.3447,1.7629,49.52,49.35,48.41,2456039.0,,0.746,26.096,82.8,41375.16,0.2899,83.22,82.8,82.32,725603.0,,,,,,,,,,,,176.25,104253.2945,1.5598,176.75,176.3,174.5,725632.0,,,,503.2,17707.1461,2.5238,505.0,503.2,500.0,58109.0,,3911.0,36121.7884,1.7382,3937.0,3912.0,3896.0,12164.0,,47.309,52376.0294,5.9172,47.435,47.32,47.058,650645.0,,,19.454,201.6,24343.9627,4.0923,203.0,201.6,194.85,310625.0,,,19.758,89.4,15111.4562,1.2972,89.42,89.42,87.92,584302.0,,,31.9,605.8,43769.0675,0.6601,612.8,606.0,596.0,234449.0,77.46,202945.2,3.873,77.72,77.46,77.08,3449785.0,5107.457,1.909,12.56,95.59,209335.4562,3.4522,96.93,95.59,95.14,3115214.0,,,24.729,1378.0,36805.95,2.8292,1383.5,1378.5,1367.5,35738.0,285.9,233431.0108,3.3566,286.5,286.0,283.7,954004.0,,,15.608,505.5,26211.7832,4.3478,510.0,506.0,503.5,116479.0,,228.1,36621.3747,1.4461,228.8,228.2,225.2,229757.0,741.2,21298.5826,4.451,742.0,741.4,737.0,46145.0,3.376,9.681,139.25,44227.3747,4.4544,139.35,139.3,137.45,526792.0,,0.451,12.61,29.54,102304.6922,2.1739,32.88,29.55,29.52,18896679.0,9.759,13.484,556.8,81520.155,4.6679,557.0,557.0,549.8,236948.0,317.671,107.96,2.5,0.93938,2.9,4.5,2.396,0.398,0.491,90.28,0.4,0.9052,4.5105,17.21,26.94,2842.71,96530.36
2025-02-05,,,19.874,49.02,91225.948,1.7744,49.27,49.03,48.65,1566660.0,,,26.558,83.82,41884.854,0.2863,83.94,83.82,82.72,831064.0,,,,,,,,,,,,177.65,105081.1709,1.5476,177.7,177.7,175.3,761557.0,,,,505.6,17791.5999,2.5119,506.8,505.6,497.9,74806.0,,3917.0,36167.9564,1.736,3955.0,3917.0,3889.0,14161.0,,47.539,52630.8442,5.8885,47.55,47.55,46.995,674496.0,,,19.492,201.9,24392.2642,4.0842,202.9,202.0,200.4,214018.0,,,20.046,90.22,15250.0314,1.2855,90.24,90.24,88.94,579470.0,,,32.268,613.0,44274.6508,0.6525,613.8,613.0,602.2,163771.0,77.24,202421.2,3.883,77.46,77.26,76.68,3331622.0,5061.066,1.892,13.022,98.52,215883.3484,3.3475,98.58,98.58,95.64,3697400.0,,,25.034,1395.0,37259.85,2.7947,1398.0,1395.5,1365.0,48918.0,291.3,237901.4301,3.2956,291.3,291.3,286.2,1050951.0,,,15.701,509.0,26367.189,4.3222,509.0,509.0,504.5,89193.0,,227.1,36444.8474,1.4531,227.9,227.1,225.5,267175.0,749.4,21528.4027,4.4035,749.4,749.4,738.8,55434.0,3.364,9.75,140.25,44528.9972,4.4242,140.8,140.25,138.65,580139.0,,0.447,12.364,29.1,100746.7527,2.2075,29.52,29.1,29.03,10661761.0,9.761,13.471,558.4,81754.3242,4.6545,558.8,558.6,553.0,154454.0,317.671,107.579,2.5,0.93804,2.9,4.5,2.366,0.398,0.495,94.68,0.4,0.9017,4.4181,15.77,27.24,2867.24,96935.73
2025-02-06,1563.885,,20.014,49.6,92286.4984,1.754,49.64,49.6,48.93,1580567.0,,,26.362,83.56,41764.926,0.2872,84.52,83.58,83.34,761603.0,,,,,,,,,,,,176.9,104608.0987,1.5546,177.6,176.9,175.95,711902.0,,,,517.0,18192.7554,2.4565,517.0,517.0,506.6,89970.0,,3907.0,36084.8541,1.74,3939.0,3908.0,3868.0,12831.0,,49.277,54553.5379,5.681,49.287,49.287,47.738,1097111.0,,,19.695,204.1,24645.8471,4.0421,205.8,204.1,202.3,229572.0,,,19.928,90.12,15229.7521,1.2872,91.36,90.12,89.72,418403.0,,,32.268,612.8,44274.6508,0.6525,616.0,613.0,607.6,155451.0,77.48,203050.0,3.871,78.04,77.5,76.84,3090862.0,5034.237,1.882,12.848,97.7,213978.1089,3.3773,99.31,97.71,97.54,3124835.0,,,25.437,1416.0,37860.6,2.7504,1418.0,1418.0,1397.5,39442.0,287.6,234796.073,3.3368,292.1,287.7,286.3,996632.0,,,15.886,515.0,26678.0006,4.2718,517.0,515.0,507.5,97986.0,,233.3,37439.8191,1.4145,234.1,233.3,227.2,407789.0,753.2,21637.5673,4.3813,754.8,753.2,749.8,48317.0,3.351,9.747,141.15,44814.7447,4.396,142.0,141.15,140.15,642407.0,,0.455,12.602,30.16,104416.5657,2.1299,30.25,30.16,29.3,7238673.0,9.755,13.45,563.0,82427.5607,4.6165,563.2,563.2,558.8,169367.0,317.671,107.689,2.5,0.93967,2.9,4.5,2.379,0.392,0.482,93.9,0.4,0.905,4.4342,15.5,27.33,2856.28,96811.79
2025-02-07,,,19.925,49.68,92435.3476,1.7512,50.24,49.68,49.67,2341824.0,,,25.802,82.3,41125.31,0.2916,83.56,82.3,82.3,859581.0,,,,,,,,,,,,174.95,103484.5521,1.5714,176.7,175.0,174.5,835909.0,,,,507.8,17876.0537,2.5,522.2,508.0,507.0,75023.0,,3850.0,35549.3061,1.7662,3931.0,3850.0,3850.0,22109.0,,49.884,55213.7399,5.6131,50.344,49.884,49.339,1280415.0,,,19.444,201.5,24331.8873,4.0943,205.3,201.5,201.5,162974.0,,,19.826,90.16,15243.2716,1.286,91.12,90.2,89.98,612064.0,,,31.784,603.8,43610.1699,0.6625,613.4,603.8,603.6,163363.0,77.5,203050.0,3.871,78.26,77.5,77.36,3915095.0,5057.153,1.89,12.651,96.83,212050.97,3.408,97.87,96.83,96.83,3138248.0,,,24.863,1386.0,37006.2,2.8139,1417.5,1386.0,1383.5,55009.0,288.9,235922.7865,3.3218,290.9,289.0,285.5,1144924.0,,,16.256,526.5,27299.624,4.1746,532.0,527.0,515.0,190471.0,,231.1,37086.7646,1.428,236.6,231.1,230.7,382042.0,755.2,21700.7679,4.3685,760.0,755.4,753.4,71754.0,3.361,9.744,141.65,44973.4934,4.3805,142.8,141.65,141.6,609243.0,,,12.634,30.42,105316.7085,2.1117,30.61,30.42,30.08,6454594.0,9.754,13.437,563.4,82456.8318,4.6148,566.2,563.4,563.2,201761.0,317.671,108.04,2.5,0.93978,2.9,4.5,2.372,0.399,0.496,93.13,0.4,0.9099,4.4947,16.54,27.14,2861.07,96019.98
